Borehole_I;Depth;CALI;RDEP;GR;RHOB;NPHI;SP;DTC;Lithology
BC-002;190.1901902;13.27120969;0.951645815;41.64682503;2.786990018;0.331463828;-13.00446534;116.4457782;limestone
BC-002;200.2002002;13.01834215;0.733618039;49.43901225;2.276341805;0.343029865;-18.2503267;84.67304992;limestone
BC-002;210.2102102;10.90934793;0.191872525;45.35154541;2.543311504;0.30743198;-12.536848;98.37790568;limestone
BC-002;220.2202202;9.200876933;0.288979116;46.48233862;2.461608378;0.362523235;-14.28061032;97.79560222;limestone
BC-002;230.2302302;8.74649202;0.638463949;46.98803525;2.108150747;0.245823599;-15.30357234;85.73194656;limestone
BC-002;240.2402402;13.60465325;-0.001199556;57.67706954;2.791679981;0.309067108;-8.440252532;97.88169604;limestone
BC-002;250.2502503;12.89887162;0.276649982;44.67487894;2.374885692;0.282096371;-12.69111709;112.7223113;limestone
BC-002;260.2602603;11.40685;0.549853437;40.83334416;2.34428423;0.233239465;-7.398501358;90.16491465;limestone
BC-002;270.2702703;7.614128883;0.916176058;54.72025878;2.443723189;0.333487756;-6.46156937;104.9831885;limestone
BC-002;280.2802803;10.80923193;0.440685675;35.34747882;2.561911018;0.323589018;-10.71975876;91.51483322;limestone
BC-002;290.2902903;10.77088175;0.420523623;57.12752469;2.775083672;0.356115337;-6.094859259;91.55145302;limestone
BC-002;300.3003003;13.09818934;0.54031344;56.25440184;2.688012163;0.424650876;-14.77968083;98.23254111;limestone
BC-002;310.3103103;10.8238874;0.770956287;48.70265464;2.891407068;0.284744197;-7.558326753;120.0408126;limestone
BC-002;320.3203203;9.767276018;0.643190336;30.67055492;2.468107432;0.351803311;-7.585426521;91.04958432;limestone
BC-002;330.3303303;12.90760361;0.738652002;57.80664539;2.466913118;0.324932661;-8.17447747;90.30759149;limestone
BC-002;340.3403403;16.4235808;0.302572975;44.25062439;1.970576295;0.3274901;-14.65110688;98.98499723;limestone
BC-002;350.3503504;11.23604366;0.507235585;48.64142922;2.220313454;0.245928967;-3.123399384;89.21493604;limestone
BC-002;360.3603604;11.26165238;0.541088409;47.30845211;2.493072678;0.407672009;-9.089036868;124.7461105;limestone
BC-002;370.3703704;11.20884206;0.816196711;50.59852482;2.621349288;0.340782277;-14.79114594;110.5233141;limestone
BC-002;380.3803804;12.2816485;0.250452853;56.12783921;2.431885764;0.269199289;-11.63518134;103.2353435;limestone
BC-002;390.3903904;8.794691375;0.444320697;46.46622906;2.295614508;0.339974206;-3.97441843;108.6194032;limestone
BC-002;400.4004004;7.695289043;0.567848204;45.45252425;2.396165043;0.340925278;-11.3938227;107.4867629;limestone
BC-002;410.4104104;15.66527004;0.757604233;47.58826249;2.480785483;0.253275094;-11.59008931;120.8498346;limestone
BC-002;420.4204204;10.9330854;0.484243652;27.77066024;2.491060494;0.310652953;-13.17679911;106.6142274;limestone
BC-002;430.4304304;14.18326637;0.740844365;40.52768813;2.30462332;0.314691158;-3.982370708;95.50417373;limestone
BC-002;440.4404404;8.126240286;0.625967839;39.02099278;2.317434428;0.35432677;-7.523026638;89.11909371;limestone
BC-002;450.4504505;12.08398309;0.607586934;61.11687487;2.784990788;0.35722871;-17.15970159;99.11603487;limestone
BC-002;460.4604605;13.98312534;0.682026172;55.32140347;2.166370081;0.344183089;-14.44516407;98.3697477;limestone
BC-002;470.4704705;15.07569518;0.604494501;40.36726221;2.499136115;0.304846252;-13.41855165;87.7870285;limestone
BC-002;480.4804805;10.46206654;0.365094104;39.6075195;2.640121824;0.293772936;-9.576248449;86.49861751;limestone
BC-002;490.4904905;12.27780754;0.523385937;56.35029492;2.589997241;0.25491111;-4.237382389;74.08954928;limestone
BC-002;500.5005005;15.02435393;0.616087399;61.99795715;2.499358461;0.360086522;-14.62018804;106.2661727;limestone
BC-002;510.5105105;15.63393489;0.195265982;27.45156376;2.680815962;0.336169818;-7.011319827;92.22174476;limestone
BC-002;520.5205205;9.952121804;0.474219528;39.54768317;2.667142217;0.363614298;-3.013031796;89.8655982;limestone
BC-002;530.5305305;7.537989424;0.339411042;53.96765991;2.808306972;0.275830958;-6.947260383;102.6011503;limestone
BC-002;540.5405405;16.24118069;0.785482674;59.26414531;2.622198203;0.253626555;-14.05861529;89.96675213;limestone
BC-002;550.5505506;10.06287116;0.86693649;42.38983017;2.613066574;0.282199267;-13.46891658;131.6634752;limestone
BC-002;560.5605606;9.556783423;0.232137091;51.55473107;2.436436965;0.365184538;-13.93886995;101.6252924;limestone
BC-002;570.5705706;13.27987579;0.574601869;60.09830846;2.514757369;0.350072191;-3.52313766;86.45042281;limestone
BC-002;580.5805806;13.94549633;0.54364057;66.34797083;2.305055215;0.229036387;-17.58492386;112.3703959;limestone
BC-002;590.5905906;11.4794542;0.783810199;52.54361509;2.583614943;0.332200951;-8.864730151;103.4245435;limestone
BC-002;600.6006006;11.52153271;0.240173362;64.40232437;2.544290412;0.370152709;-6.447571962;112.1324226;limestone
BC-002;610.6106106;8.874052873;0.909499198;51.95039005;2.37891763;0.409671515;-18.72769896;98.98646416;limestone
BC-002;620.6206206;12.86840181;0.565808368;46.7984672;2.375958853;0.26836506;-4.588909544;89.37032135;limestone
BC-002;630.6306306;11.76553791;0.295512709;50.96889332;2.915861935;0.263849379;-14.80947749;102.6264004;limestone
BC-002;640.6406406;10.26572591;0.807008599;41.91997699;2.335836171;0.320049613;-4.129386291;99.97041313;limestone
BC-002;650.6506507;13.63105811;0.3475653;61.5499115;2.60785485;0.208410638;-8.117860447;95.76488184;limestone
BC-002;660.6606607;10.83518673;0.731345004;57.84852412;2.388280999;0.37376075;-12.84125125;96.33472184;limestone
BC-002;670.6706707;11.64927093;0.591296949;43.30072117;2.755218579;0.273585939;-13.89111632;93.85364218;limestone
BC-002;680.6806807;13.1341996;0.309490226;33.61678333;2.590090054;0.262386149;-9.999620526;101.0598749;limestone
BC-002;690.6906907;14.66919129;0.361910549;63.6668731;2.46446151;0.373814367;-4.544101728;105.4747777;limestone
BC-002;700.7007007;13.34694941;0.699929117;74.50975883;2.457766819;0.316427438;-4.271362274;105.3720408;limestone
BC-002;710.7107107;12.16042574;0.812007325;44.68270764;2.334212722;0.333351364;-3.018389979;97.94710863;limestone
BC-002;720.7207207;13.2099402;0.564983073;50.75968032;2.653751675;0.31622032;-4.296648032;109.013666;limestone
BC-002;730.7307307;11.68891558;0.551890725;68.75146012;2.240481293;0.261493692;-9.295336474;85.14893966;limestone
BC-002;740.7407407;14.43454787;0.639105978;56.44683454;2.701393646;0.247864922;-4.463314477;95.58391796;limestone
BC-002;750.7507508;11.66633444;0.912386084;59.5489838;2.553997261;0.304161677;-1.015972379;102.4580211;limestone
BC-002;760.7607608;14.97482293;0.53199712;47.71941914;2.30107287;0.277834732;-3.444976773;86.27911557;limestone
BC-002;770.7707708;12.76036213;0.569124996;58.23355495;2.668545972;0.32951094;-10.11244334;114.9519494;limestone
BC-002;780.7807808;12.65197028;0.498924629;45.35162507;2.451983677;0.275891206;-13.61089625;118.9459706;limestone
BC-002;790.7907908;12.69537251;0.593067837;58.55313109;2.887279155;0.260357361;-6.439110919;101.7753572;limestone
BC-002;800.8008008;12.12208011;0.278946776;58.35271986;2.374297127;0.306423346;-12.49965982;112.1042564;limestone
BC-002;810.8108108;9.429489457;0.749916299;40.84317561;2.414555733;0.222362369;-10.78955225;101.5340983;limestone
BC-002;820.8208208;13.82463737;0.108757973;61.02635683;2.18359938;0.283676596;-20.02087166;89.60277348;limestone
BC-002;830.8308308;11.57462172;0.490968246;38.81751746;2.737655042;0.193299671;-12.51200055;93.23040161;limestone
BC-002;840.8408408;11.14103032;0.680209678;73.16770397;2.53951904;0.320615509;-14.70622732;96.05518265;limestone
BC-002;850.8508509;8.813998086;0.63753518;58.99223877;2.362344764;0.399974031;-13.34232589;84.63800452;limestone
BC-002;860.8608609;14.34938882;0.666715176;34.7306984;2.336504523;0.290807535;-18.74391503;96.62044747;limestone
BC-002;870.8708709;14.73436711;0.553895506;33.78461932;2.410712398;0.333341729;-6.366144425;83.22990914;limestone
BC-002;880.8808809;10.41031633;0.812511346;50.48882227;2.738153563;0.305485957;-13.02683347;91.89283377;limestone
BC-002;890.8908909;13.11614519;0.365062684;62.71084784;2.603363916;0.241831219;-3.127630941;109.4154845;limestone
BC-002;900.9009009;9.435843752;0.860651474;60.52614994;2.360373023;0.259692056;-4.342255567;98.11671806;limestone
BC-002;910.9109109;13.21772283;0.392926804;42.6746011;2.541881009;0.23815375;-7.486287097;105.6246567;limestone
BC-002;920.9209209;10.92558903;0.582096278;60.1882554;2.438616456;0.2836392;-12.70611007;96.17360414;limestone
BC-002;930.9309309;12.31952246;0.334593456;51.22864279;2.442332175;0.232105427;-8.7337795;102.3995484;limestone
BC-002;940.9409409;11.5030011;0.569077276;74.18329105;2.439849478;0.213880431;-7.350931794;102.9824483;limestone
BC-002;950.950951;11.06344314;0.147158471;41.0703662;2.434227096;0.349620495;-4.057140833;104.7434903;limestone
BC-002;960.960961;12.86534527;0.695628737;52.265943;2.522294248;0.294507785;-5.885570764;106.7748307;limestone
BC-002;970.970971;12.330478;0.7543187;55.18631134;2.642546619;0.231343721;-12.31346977;101.7492092;limestone
BC-002;980.980981;10.23293099;0.490780302;52.0683115;2.303927489;0.271624015;-16.43454382;102.6235094;limestone
BC-002;990.990991;9.039140042;0.900268269;39.46937101;2.597521469;0.177610103;5.923862595;103.4838018;limestone
BC-002;1001.001001;16.59940574;0.608349234;50.87611753;2.794346932;0.387206126;-12.94595504;93.33211376;limestone
BC-002;1011.011011;15.06062127;0.492583184;49.95564893;2.419186923;0.255071919;-3.975595866;109.9766859;limestone
BC-002;1021.021021;11.50946001;0.615613137;65.22830937;2.171064822;0.247199651;-15.82970224;100.4250345;limestone
BC-002;1031.031031;12.77270335;0.579877165;50.01209842;2.553652314;0.285929956;-12.68522832;112.2830974;limestone
BC-002;1041.041041;10.25034898;0.884824755;72.80330083;2.319249412;0.296459889;-8.736097776;84.2663351;limestone
BC-002;1051.051051;11.75207089;0.772191021;59.19198656;2.650281107;0.349300306;-11.80411122;85.95014024;limestone
BC-002;1061.061061;11.65734138;0.390524854;43.57749503;2.531112093;0.337782147;-5.564584791;100.2022163;limestone
BC-002;1071.071071;12.04837169;-0.021067328;41.35282265;2.312094345;0.381966378;-3.183867782;107.1332669;limestone
BC-002;1081.081081;14.15593264;0.138150924;41.65666962;2.721567704;0.266321489;-14.66172058;85.40675455;limestone
BC-002;1091.091091;13.4719853;0.16762471;39.38486626;2.356788182;0.284313989;-5.081401217;90.89669365;limestone
BC-002;1101.101101;13.95933732;0.308679097;43.61799238;2.428242112;0.311613547;-11.05641612;104.2124745;limestone
BC-002;1111.111111;10.7152778;0.443236443;43.20409903;2.361529687;0.303206885;-11.49581933;109.5825901;limestone
BC-002;1121.121121;10.81396399;0.460760595;66.3699599;2.491306278;0.335076674;-14.36571643;116.015198;limestone
BC-002;1131.131131;15.60538457;0.560212514;51.81617507;2.155704917;0.288298861;-19.70212171;104.3504588;limestone
BC-002;1141.141141;12.14075604;0.647592604;52.5820668;2.747070039;0.31692946;-13.42718321;114.5655389;limestone
BC-002;1151.151151;14.83129066;0.346751514;59.2203168;2.294526798;0.204224187;-7.130545812;97.9886485;limestone
BC-002;1161.161161;14.97820924;0.703875547;55.17405351;2.420781067;0.276321617;-13.03026888;103.7144028;limestone
BC-002;1171.171171;8.284978982;0.707032031;73.79717784;2.571934094;0.216493266;-3.150927996;89.05079693;limestone
BC-002;1181.181181;14.53676035;0.325376964;63.81072471;2.302100601;0.34446122;-8.225790482;115.923572;limestone
BC-002;1191.191191;17.45100334;0.716216463;55.13478442;2.478834663;0.288968345;-16.67419362;105.3704639;limestone
BC-002;1201.201201;14.61616497;0.662524024;42.52052215;2.400699908;0.358580664;-13.32548829;102.542382;limestone
BC-002;1211.211211;10.86977661;0.419992616;47.20376919;1.99135258;0.231992362;-0.160052406;104.8803347;limestone
BC-002;1221.221221;12.62612509;0.600248724;48.34593984;2.614818987;0.280962816;-8.083680993;100.2280489;limestone
BC-002;1231.231231;11.56274601;0.596464075;30.07721144;2.466652031;0.250885699;-12.95723749;83.18696341;limestone
BC-002;1241.241241;17.03677027;0.684510559;51.67785391;2.07971766;0.315601457;-4.640355027;109.3679224;limestone
BC-002;1251.251251;9.1719217;0.394399844;42.04386242;2.629089325;0.340467716;-14.54890817;93.47207125;limestone
BC-002;1261.261261;14.49895971;0.48211756;75.94065093;2.733880301;0.306016544;-1.553265234;94.65802756;limestone
BC-002;1271.271271;15.37871843;0.580119769;33.47228644;2.64821433;0.269204214;-3.966037925;109.9118433;limestone
BC-002;1281.281281;11.23247646;0.213319177;50.4673799;2.162614066;0.395803809;-3.589169828;97.47843282;limestone
BC-002;1291.291291;12.23811023;0.848239036;35.84638755;2.12258681;0.262137203;-10.52475739;105.4964869;limestone
BC-002;1301.301301;14.25921425;0.324833721;43.31541886;2.247855059;0.271635562;-9.837172336;84.88313072;limestone
BC-002;1311.311311;9.371284101;0.645407229;57.98923228;2.868998919;0.376637408;-9.059974699;98.42242834;limestone
BC-002;1321.321321;15.28241619;0.687559739;56.69466331;2.747315417;0.25954621;-7.232764187;99.31371265;limestone
BC-002;1331.331331;12.11071856;0.473650467;33.07658443;2.747070468;0.247029193;-10.61757261;94.17805946;limestone
BC-002;1341.341341;9.686851835;0.92997096;56.37521167;2.607818456;0.266023648;-12.13193722;111.5503078;limestone
BC-002;1351.351351;12.05452247;0.436396628;52.25915886;2.306137456;0.340350668;-11.64589461;95.62265257;limestone
BC-002;1361.361361;6.966681496;0.39797282;46.556281;2.566692462;0.274050643;-3.851744167;98.60896367;limestone
BC-002;1371.371371;12.52128172;0.771636105;50.01887858;2.538465166;0.323049497;-5.77766249;102.3526362;limestone
BC-002;1381.381381;12.72162969;0.148564452;43.49822376;2.311131253;0.344998447;-3.186283857;87.24179481;limestone
BC-002;1391.391391;14.2114806;0.774357394;58.22194245;2.863888894;0.217032329;-9.805996728;129.6472882;limestone
BC-002;1401.401401;8.905979737;0.592270158;61.41484554;2.384497363;0.249823256;-14.36918057;104.9658641;limestone
BC-002;1411.411411;12.20426152;0.729849023;53.4460351;2.346122044;0.332444203;-18.32493915;81.56351234;limestone
BC-002;1421.421421;12.66389511;0.44268323;43.07163639;2.043684089;0.292414649;-7.063306061;98.29675412;limestone
BC-002;1431.431431;11.54340535;0.387184881;32.45461283;2.63315455;0.253069438;-10.93247862;101.8511632;limestone
BC-002;1441.441441;9.742019248;0.60103169;48.01457024;2.576504967;0.311542039;-8.770608432;98.03961507;limestone
BC-002;1451.451451;13.45231549;0.616977264;60.2344772;2.424196383;0.384838128;-15.78912606;102.7203439;limestone
BC-002;1461.461461;14.09166072;0.306114078;62.69048604;2.690963726;0.293997139;-5.551575597;102.9555554;limestone
BC-002;1471.471471;10.32797409;0.490935962;51.97293895;2.254712668;0.347255216;-14.65051918;104.4314675;limestone
BC-002;1481.481481;11.36655994;0.758039113;44.61922643;2.672866683;0.401793395;-12.91232899;103.2837911;limestone
BC-002;1491.491491;12.1846426;0.498542961;72.93299988;2.249168691;0.35820106;-6.188932953;97.28097408;limestone
BC-002;1501.501502;11.62142042;0.421842121;55.36182517;2.579808981;0.230893517;-5.708854143;90.44071095;limestone
BC-002;1511.511512;12.25415625;0.383614986;57.4648323;2.303706578;0.284394239;-12.91407439;101.5067015;limestone
BC-002;1521.521522;10.52981085;0.843961337;72.42769256;2.673341428;0.262732363;-12.64060617;99.11983011;limestone
BC-002;1531.531532;9.51178563;0.284781287;50.34026714;2.627935228;0.27325923;-20.72374737;83.74197176;limestone
BC-002;1541.541542;11.66151267;0.574080465;59.04321629;2.614228624;0.231361278;-11.61841537;99.74512192;limestone
BC-002;1551.551552;10.89600878;0.753249545;46.46419419;2.404850388;0.342507504;-17.66992046;100.4285992;limestone
BC-002;1561.561562;9.308199546;0.39234894;50.96842547;2.760466829;0.352856807;-11.02153548;104.0550879;limestone
BC-002;1571.571572;8.737622948;0.584789452;32.00290085;2.847317267;0.336340408;-7.741950783;106.473554;limestone
BC-002;1581.581582;13.60245761;0.524295485;60.67174364;2.409177251;0.322253565;-17.41157648;96.43003949;limestone
BC-002;1591.591592;14.26574353;0.814814355;53.65551662;2.210979217;0.33471787;-14.39782272;98.039528;limestone
BC-002;1601.601602;11.66525613;0.656416594;47.76697983;2.542584533;0.299692596;-18.73653466;86.18877457;limestone
BC-002;1611.611612;11.06211146;0.708135521;53.65648887;2.659735706;0.296413224;-14.34937797;95.13483134;limestone
BC-002;1621.621622;11.14788024;0.446651601;41.14196761;2.350450681;0.27502071;-14.5346913;83.49619207;limestone
BC-002;1631.631632;14.415397;0.819743352;74.69452947;2.677621672;0.274822814;-5.360509537;101.9323406;limestone
BC-002;1641.641642;12.03480855;0.365041822;67.97018991;2.739451844;0.411584862;-5.087087136;106.8979201;limestone
BC-002;1651.651652;10.06584834;0.560416005;57.67753772;2.395924286;0.197294973;-3.010435738;83.10264043;limestone
BC-002;1661.661662;11.35552747;0.551775362;42.28929256;2.336352176;0.371754387;-8.924777947;88.55804659;limestone
BC-002;1671.671672;14.61280751;0.399878408;40.30922776;2.382900227;0.368191563;-4.475777548;91.13569466;limestone
BC-002;1681.681682;11.4910898;0.67968295;51.53354116;2.484542293;0.354318688;-6.5296691;93.47861318;limestone
BC-002;1691.691692;12.04960727;0.617618936;42.04408241;2.215560773;0.282715351;-19.07605073;88.99277562;limestone
BC-002;1701.701702;12.83759207;0.330339119;74.75634106;2.50011587;0.298009407;-3.607203643;103.631852;limestone
BC-002;1711.711712;10.11363968;0.615267677;52.51797364;2.499692383;0.313630918;-7.309034069;98.7375736;limestone
BC-002;1721.721722;11.79163278;0.784051125;34.37746647;2.652134328;0.282705536;-8.376911908;96.91059371;limestone
BC-002;1731.731732;13.78970344;0.141467054;43.69426181;2.656022907;0.27972564;-9.939107185;96.95145074;limestone
BC-002;1741.741742;12.47580498;0.5572025;47.89208003;2.529906386;0.265342383;-16.42572002;89.78168056;limestone
BC-002;1751.751752;12.27297145;0.486055357;47.52694874;2.361104575;0.24530959;-15.48863921;108.4777473;limestone
BC-002;1761.761762;11.27949235;0.286585145;64.40751002;2.335924446;0.304164713;-5.621040704;105.5525043;limestone
BC-002;1771.771772;14.39025584;0.445894956;56.96250606;2.65998903;0.348550572;-10.068776;101.6490751;limestone
BC-002;1781.781782;13.0320535;0.49066891;42.45534787;2.99164642;0.350704386;-12.11760221;115.4495945;limestone
BC-002;1791.791792;14.5710397;0.135913675;39.66074369;2.539983572;0.287066513;-13.36600082;116.0018357;limestone
BC-002;1801.801802;12.78338477;0.311598722;52.22907051;2.583119761;0.34597526;-7.443287072;109.9347083;limestone
BC-002;1811.811812;13.3245997;0.599082224;38.18117665;2.643357543;0.38930444;-13.60140836;94.65010308;limestone
BC-002;1821.821822;11.13990677;0.798765997;21.76168873;2.495590253;0.305010234;-12.17028201;92.81103339;limestone
BC-002;1831.831832;12.13641113;0.445785564;44.49581261;2.31608754;0.336149614;-0.374923094;113.8860201;limestone
BC-002;1841.841842;11.39943304;0.413243486;58.11798903;2.493716421;0.275199689;-5.769279445;109.0857001;limestone
BC-002;1851.851852;11.09553189;0.799626692;38.70614379;2.559358655;0.290635186;-17.83198044;104.503109;limestone
BC-002;1861.861862;13.58324609;0.581680556;61.87755732;2.214077164;0.279902793;-14.5681202;103.1572426;limestone
BC-002;1871.871872;13.67651346;0.246754387;44.53876797;2.627162551;0.340697371;2.949916026;84.05052716;limestone
BC-002;1881.881882;15.05826748;0.409888747;57.75412764;2.431183636;0.309605242;-5.355299784;93.03040175;limestone
BC-002;1891.891892;10.37315914;0.26740886;59.96088053;2.309677725;0.24406688;0.662516152;105.9996121;limestone
BC-002;1901.901902;12.96567477;0.737395583;41.62102305;2.225806787;0.32340187;-14.21464317;101.5447051;limestone
BC-002;1911.911912;13.38982848;0.689330507;44.4622397;2.447795;0.258683555;-11.68060349;73.46784015;limestone
BC-002;1921.921922;6.169383107;0.463500025;41.51191186;2.62342688;0.310124951;-12.97911597;114.7293092;limestone
BC-002;1931.931932;9.794029197;0.664035605;65.81543567;2.574590123;0.271761864;-8.728035241;107.0628642;limestone
BC-002;1941.941942;12.27452403;0.513028274;48.08818637;2.374330806;0.303811334;-12.42186693;100.2338448;limestone
BC-002;1951.951952;12.10002169;0.503402838;49.60217752;2.259234467;0.224987553;-4.41396918;96.99215863;limestone
BC-002;1961.961962;7.18827635;0.659424179;65.90421092;2.416853525;0.270532325;-6.211938948;75.88555921;limestone
BC-002;1971.971972;12.41728763;0.638091999;44.33639171;2.405314761;0.271248278;-11.6947328;100.267072;limestone
BC-002;1981.981982;11.63631644;0.867265887;50.30385078;2.2767125;0.270769264;-9.402849614;92.82269795;limestone
BC-002;1991.991992;12.22388488;0.545339839;58.19111476;2.839524863;0.267093159;-0.61070218;100.6626133;limestone
BC-002;2002.002002;12.93332258;0.815909372;46.53884392;2.430426204;0.227129774;-3.66491058;99.57067777;limestone
BC-002;2012.012012;10.72662646;0.308700617;60.12675329;2.564221573;0.240511617;-13.4420434;111.1540007;limestone
BC-002;2022.022022;13.4993368;0.750151437;57.20228559;2.691067605;0.306442271;-13.76951445;97.15731214;limestone
BC-002;2032.032032;7.429025238;1.039836208;46.3891109;2.318364275;0.295929217;-8.534064561;96.639523;limestone
BC-002;2042.042042;12.15593867;0.579138182;61.30561926;2.463661438;0.327853493;-6.227472666;121.4817641;limestone
BC-002;2052.052052;12.52781506;0.369529627;80.14506804;2.335880862;0.341793998;-12.76830048;88.58922801;limestone
BC-002;2062.062062;9.667457523;0.791235023;40.51934384;2.70238849;0.229812048;-15.98963809;112.8201839;limestone
BC-002;2072.072072;11.57745015;0.589967637;50.38830173;2.344522918;0.248277509;-10.57791762;92.38844214;limestone
BC-002;2082.082082;10.83888797;0.774386945;57.98698817;2.578755805;0.252675878;-9.315096951;92.79179415;limestone
BC-002;2092.092092;14.12355433;0.349307634;50.22241362;2.533649727;0.355287594;-10.52486807;78.30050368;limestone
BC-002;2102.102102;11.45077285;0.776487778;49.84314115;2.594993451;0.298218257;-10.51913099;95.55432919;limestone
BC-002;2112.112112;11.48760773;0.93556913;51.56398929;2.210972678;0.311190963;-6.320565961;98.8258372;limestone
BC-002;2122.122122;13.63345405;0.899548308;48.97358006;2.848088415;0.336906157;-3.424236478;98.90018116;limestone
BC-002;2132.132132;11.40968691;0.389559271;59.95906624;2.768832699;0.261611345;-13.62939114;102.5728578;limestone
BC-002;2142.142142;9.076224697;0.66839292;50.40530702;2.434577602;0.286158074;1.342750731;104.8552589;limestone
BC-002;2152.152152;11.61997367;1.108869884;54.52260994;2.338026239;0.342016923;-10.0062338;96.78310516;limestone
BC-002;2162.162162;10.41477429;0.287133324;38.52153059;2.520419053;0.433420798;-7.508968341;103.189471;limestone
BC-002;2172.172172;11.64200752;0.289316526;49.59064729;2.511758991;0.306203477;-7.487795484;95.94045425;limestone
BC-002;2182.182182;13.35965384;0.341776931;48.9647031;2.783727871;0.341302706;-6.236539279;89.35869299;limestone
BC-002;2192.192192;11.25050678;0.454715226;57.39528162;2.368655254;0.208514148;-7.880357471;100.4315217;limestone
BC-002;2202.202202;14.05682189;0.428930375;48.89025365;2.425042283;0.339711055;-18.24579165;98.75250599;limestone
BC-002;2212.212212;9.707384409;0.863572221;26.68773934;2.346831481;0.358365034;-13.90980608;114.2501732;limestone
BC-002;2222.222222;9.82162253;0.629350117;30.85664557;2.848136802;0.308325398;-17.58654194;113.356209;limestone
BC-002;2232.232232;10.05663319;0.934678353;35.43516454;2.418958644;0.403579805;-9.797085955;111.3850598;limestone
BC-002;2242.242242;13.85501782;0.525295016;44.83748131;2.730168499;0.306497943;-11.28802519;96.15713552;limestone
BC-002;2252.252252;8.462029946;0.304984286;54.26567828;2.785121905;0.332613925;-19.26873813;109.6717444;limestone
BC-002;2262.262262;12.30675358;0.379769634;54.74920249;2.524792543;0.352489972;-14.61676439;114.7540278;limestone
BC-002;2272.272272;13.45138663;0.743578798;50.87495248;2.638828332;0.295635294;-11.34421043;89.39316957;limestone
BC-002;2282.282282;13.07764602;0.438367012;37.88099665;2.250677335;0.289466349;-5.037933159;115.0633972;limestone
BC-002;2292.292292;11.6536106;0.678503979;40.24698049;2.796968745;0.248391041;-14.61197723;95.83174464;limestone
BC-002;2302.302302;14.40875175;0.476689105;48.4633339;2.816105518;0.252168418;-1.515294668;93.07885505;limestone
BC-002;2312.312312;12.8382423;0.785874861;47.91244364;2.414714597;0.176762451;-16.23997516;88.77975;limestone
BC-002;2322.322322;15.27283563;0.642827389;55.02135738;2.00967733;0.324298622;-7.940559676;103.7819347;limestone
BC-002;2332.332332;12.28329848;0.852012737;56.61231921;2.215368929;0.173806875;-12.50907563;92.94496301;limestone
BC-002;2342.342342;10.48843191;0.568754842;34.03290282;2.295033854;0.307070511;-14.08072344;109.846978;limestone
BC-002;2352.352352;15.65141658;0.302698404;50.87925365;2.615614622;0.191849022;-10.57652357;102.7658853;limestone
BC-002;2362.362362;11.95552427;0.69417759;53.02514233;2.718189051;0.282957284;-1.56346977;108.0668699;limestone
BC-002;2372.372372;12.64833826;0.661288316;48.96953243;2.852649731;0.333962598;-2.886214077;90.25540299;limestone
BC-002;2382.382382;16.2781743;0.537299064;61.7405623;2.719904313;0.283542412;-11.86462825;106.5555359;limestone
BC-002;2392.392392;11.92158248;0.201308475;38.43724432;2.233664109;0.346539803;-7.125449382;81.35042634;limestone
